Program ID,YÖK Atlas Baðlantýsý,Üniversite,Fakülte,Program Adý,Program Kabul Koþullarý Baðlantýsý,Öðretim Dili/Süresi/BursDurumu,Þehir,"Ünivers,teTürü",Ücret/Burs,Eðitim Öðretim Türü,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2022 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2021 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2020 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjaný,2022 Yýlý Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Dil Puanlarý.Üniversite Türü,Dil Puanlarý.Üniversite,Dil Puanlarý.Fakülte / Yüksekokul,Dil Puanlarý.Puan Türü,Dil Puanlarý.Burs Türü,Dil Puanlarý.Genel Kontenjan,Dil Puanlarý.Okul Birincisi Kontenjaný,Dil Puanlarý.Toplam Kontenjan **,Dil Puanlarý.Genel Kontenjana Yerleþen,Dil Puanlarý.Okul Birincisi Kontenjanýna Yerleþen,Dil Puanlarý.Toplam Yerleþen,Dil Puanlarý.Boþ Kalan Kontenjan,Dil Puanlarý.Ýlk Yerleþme Oraný,Dil Puanlarý.Yerleþip Kayýt Yaptýrmayan,Dil Puanlarý.Ek Yerleþen,"Dil Puanlarý.0,12 Katsayý ile Yerleþen Son Kiþinin Puaný *","Dil Puanlarý.0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný *","Dil Puanlarý.0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","Dil Puanlarý.0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","Dil Puanlarý.2023 Tavan Puan(0,12) *","Dil Puanlarý.2023 Tavan Baþarý Sýrasý(0,12) *",Dil Puanlarý.2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý *,Dil Puanlarý.Yerleþenlerin Ortalama OBP'si *,Dil Puanlarý.Yerleþenlerin Ortalama Diploma Notu *
206190327,https://yokatlas.yok.gov.tr/lisans.php?y=206190327,YEDÝTEPE ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Rus Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206190327,(Rusça)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,8,10,10,10,9400,9379,9326,10700,456.0074,450.48488,414.23852,420.12815,9,10,10,10,Vakýf,YEDÝTEPE ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Burslu,7,,9,7,,8,1,0.889,,,456.0074,,9400,,473.65682,6032,,450.499,90.1
201990497,https://yokatlas.yok.gov.tr/lisans.php?y=201990497,HALÝÇ ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201990497,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,12,10,9,9,9415,9753,9464,8990,455.95228,448.65599,413.57319,428.96025,12,10,9,9,Vakýf,HALÝÇ ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Burslu,9,,12,9,,12,0,1,1,,455.95228,,9415,,467.14095,7164,,428.668,85.7
207210394,https://yokatlas.yok.gov.tr/lisans.php?y=207210394,MEF ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=207210394,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,8,8,8,8,9418,9334,7705,6630,455.91916,450.76723,422.7303,443.10127,9,8,8,8,Vakýf,MEF ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,7,,9,7,,8,1,0.889,,,455.91916,,9418,,476.89659,5501,2,440.96,88.2
200611222,https://yokatlas.yok.gov.tr/lisans.php?y=200611222,BAÞKENT ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200611222,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu,8,8,8,8,9781,10364,9891,8440,454.35787,445.77442,411.56178,431.82333,9,8,8,8,Vakýf,BAÞKENT ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,7,,9,7,,8,1,0.889,,,454.35787,,9781,,463.90274,7760,,459.797,92
202190180,https://yokatlas.yok.gov.tr/lisans.php?y=202190180,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Ýnsani Bilimler ve Edebiyat Fakültesi,"Ýngilizce, Fransýzca Mütercim ve Tercümanlýk",https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202190180,(%50 Ýndirimli)(4 Yýllýk),ANKARA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,38,48,48,48,10366,9718,8940,7170,452.10519,448.7708,416.08388,439.37075,38,48,48,48,Vakýf,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Ýnsani Bilimler ve Edebiyat Fakültesi,DÝL,%50 Ýndirimli,38,,38,38,,38,0,1,,,452.10519,,10366,,513.6806,1466,2,463.715,92.7
206010054,https://yokatlas.yok.gov.tr/lisans.php?y=206010054,YAÞAR ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206010054,(Ýngilizce)(Burslu)(4 Yýllýk),ÝZMÝR,Vakýf,Burslu,Örgün,Doldu#,10,8,7,7,11311,11521,12452,9300,448.22398,440.93426,400.37816,427.45108,10,8,7,7,Vakýf,YAÞAR ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,Burslu,8,,10,8,,10,0,1,,,448.22398,,11311,,477.57687,5401,1,425.384,85.1
203111263,https://yokatlas.yok.gov.tr/lisans.php?y=203111263,ÝSTANBUL MEDÝPOL ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203111263,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,8,8,8,8,11403,11385,9405,7720,447.89059,441.38376,413.8183,435.9316,9,8,8,8,Vakýf,ÝSTANBUL MEDÝPOL ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,7,,9,7,,8,1,0.889,,,447.89059,,11403,,468.47328,6926,,431.878,86.4
200290157,https://yokatlas.yok.gov.tr/lisans.php?y=200290157,ATILIM ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200290157,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,8,7,7,7,11558,11844,12403,9710,447.26309,439.70018,400.63717,425.20769,8,7,7,7,Vakýf,ATILIM ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Burslu,6,,8,6,,8,0,1,,,447.26309,,11558,,459.55121,8613,,454.45,90.9
204790531,https://yokatlas.yok.gov.tr/lisans.php?y=204790531,ÝSTANBUL OKAN ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Çince Mütercim ve Tercümanlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204790531,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,5,4,5,11791,8657,5559,4510,446.32181,454.25536,436.76643,459.6943,7,5,4,5,Vakýf,ÝSTANBUL OKAN ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,Burslu,5,,7,5,,6,1,0.857,,,446.32181,,11791,,465.80398,7421,1,441.965,88.4
201490082,https://yokatlas.yok.gov.tr/lisans.php?y=201490082,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Arapça Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201490082,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,5,5,5,5,12471,19658,,12900,443.9962,412.28963,,410.64191,6,5,5,5,Vakýf,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,4,,6,4,,5,1,0.833,,,443.9962,,12471,,470.83193,6496,,436.381,87.3
201110023,https://yokatlas.yok.gov.tr/lisans.php?y=201110023,ÇANKAYA ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201110023,(Ýngilizce)(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu,9,8,7,7,12977,13161,11291,11000,442.15741,434.36821,405.2363,418.7521,10,8,7,7,Vakýf,ÇANKAYA ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Burslu,8,,10,8,,9,1,0.9,1,,442.15741,,12977,,449.53337,10996,1,441.932,88.4
209510036,https://yokatlas.yok.gov.tr/lisans.php?y=209510036,ANKARA BÝLÝM ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209510036,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu,7,5,6,6,13801,14432,12803,14300,439.44784,429.7497,398.99929,404.82605,8,5,6,6,Vakýf,ANKARA BÝLÝM ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,Burslu,6,,8,6,,7,1,0.875,,,439.44784,,13801,,448.24488,11302,,432.627,86.5
204790533,https://yokatlas.yok.gov.tr/lisans.php?y=204790533,ÝSTANBUL OKAN ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204790533,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,9,8,7,5,14099,11052,9106,7390,438.58683,442.6811,415.32288,438.09775,10,8,7,5,Vakýf,ÝSTANBUL OKAN ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,Burslu,8,,10,8,,9,1,0.9,2,,438.58683,,14099,,458.97997,8740,1,444.27,88.9
200611294,https://yokatlas.yok.gov.tr/lisans.php?y=200611294,BAÞKENT ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Amerikan Kültürü ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200611294,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu,6,6,6,6,14175,13744,13429,11400,438.31019,432.09315,396.59476,417.09462,7,6,6,6,Vakýf,BAÞKENT ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Burslu,5,,7,5,,6,1,0.857,,,438.31019,,14175,,450.0165,10871,,450.749,90.1
205810022,https://yokatlas.yok.gov.tr/lisans.php?y=205810022,UFUK ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205810022,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu,8,8,8,8,14598,13812,11753,11700,436.92094,431.90657,403.34244,416.12742,9,8,8,8,Vakýf,UFUK ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,7,,9,7,,8,1,0.889,,,436.92094,,14598,,450.15747,10845,,423.388,84.7
105610061,https://yokatlas.yok.gov.tr/lisans.php?y=105610061,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Alman Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105610061,(Almanca)(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,64,62,62,52,15227,15212,15694,14300,434.92633,426.85636,388.43312,404.87079,64,62,62,52,Devlet,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,64,0,1,9,,434.92633,,15227,,548.17945,44,15,437.858,87.6
105611526,https://yokatlas.yok.gov.tr/lisans.php?y=105611526,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Kore Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105611526,(Korece)(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,32,31,31,26,15556,13275,13227,11200,433.80823,433.95546,397.33271,418.18224,32,31,31,26,Devlet,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,30,1,32,31,,32,0,1,2,,433.80823,,15556,,481.6686,4818,4,436.798,87.4
210301221,https://yokatlas.yok.gov.tr/lisans.php?y=210301221,ÝSTANBUL BEYKENT ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210301221,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,12,12,10,9,15611,12641,10852,8730,433.64256,436.39278,407.22969,430.35884,14,12,10,9,Vakýf,ÝSTANBUL BEYKENT ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Burslu,11,,14,11,,12,2,0.857,,,433.64256,,15611,,441.87631,13072,,419.503,83.9
101110299,https://yokatlas.yok.gov.tr/lisans.php?y=101110299,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,Sinoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101110299,(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu,31,31,31,31,15634,14964,14778,14000,433.58406,427.69864,391.77858,405.93093,32,31,31,31,Devlet,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,DÝL,Ücretsiz,30,1,32,31,,31,1,0.969,1,,433.58406,,15634,,481.20927,4894,6,430.846,86.2
202410644,https://yokatlas.yok.gov.tr/lisans.php?y=202410644,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202410644,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,9,8,8,18,15724,12685,10407,10800,433.3169,436.22204,409.31203,419.95331,10,8,8,18,Vakýf,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,8,,10,8,,9,1,0.9,,,433.3169,,15724,,451.49414,10525,,420.214,84
202490626,https://yokatlas.yok.gov.tr/lisans.php?y=202490626,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Yabancý Diller Yüksekokulu,Ýngilizce Mütercim ve Tercümanlýk (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202490626,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,13,13,13,11,15798,13333,11745,9420,433.06631,433.74879,403.36282,426.83775,15,13,13,11,Vakýf,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Yabancý Diller Yüksekokulu,DÝL,Burslu,12,,15,12,,13,2,0.867,1,1,433.06631,,15798,,451.90455,10418,1,419.225,83.8
203010063,https://yokatlas.yok.gov.tr/lisans.php?y=203010063,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203010063,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,12,12,10,11,15895,14235,12224,9920,432.75629,430.46889,401.41729,424.14974,14,12,10,11,Vakýf,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Burslu,11,,14,11,,12,2,0.857,,,432.75629,,15895,,441.08435,13300,1,403.585,80.7
204110456,https://yokatlas.yok.gov.tr/lisans.php?y=204110456,MALTEPE ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204110456,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,8,8,8,8,15955,13134,10223,8170,432.6015,434.4918,410.11704,433.31337,9,8,8,8,Vakýf,MALTEPE ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,7,,9,7,,8,1,0.889,,,432.6015,,15955,,441.89745,13066,1,418.379,83.7
104810089,https://yokatlas.yok.gov.tr/lisans.php?y=104810089,HACETTEPE ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Fransýz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104810089,(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu,62,62,62,64,16175,16920,16271,17300,432.00021,420.94489,386.46875,394.23426,64,62,62,64,Devlet,HACETTEPE ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,62,2,0.969,3,3,432.00021,,16175,,486.70515,4121,10,443.252,88.7
101110209,https://yokatlas.yok.gov.tr/lisans.php?y=101110209,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,Ýspanyol Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101110209,(Ýspanyolca)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu,48,47,47,41,16324,18551,17290,15100,431.57252,415.83241,382.7895,401.82994,49,47,47,41,Devlet,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,DÝL,Ücretsiz,45,2,49,47,,48,1,0.98,4,,431.57252,,16324,,484.12143,4477,2,432.759,86.6
203090125,https://yokatlas.yok.gov.tr/lisans.php?y=203090125,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203090125,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,9,8,8,9,16420,12810,10725,9010,431.3091,435.67447,407.76249,428.85843,10,8,8,9,Vakýf,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,8,,10,8,,9,1,0.9,,,431.3091,,16420,,443.69774,12560,,431.364,86.3
202410768,https://yokatlas.yok.gov.tr/lisans.php?y=202410768,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202410768,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,13,13,11,20,16753,15901,14034,14200,430.37119,424.57577,394.34974,405.48993,15,13,11,20,Vakýf,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Burslu,12,,15,12,,13,2,0.867,,,430.37119,,16753,,449.76266,10937,,410.671,82.1
103110203,https://yokatlas.yok.gov.tr/lisans.php?y=103110203,DOKUZ EYLÜL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Amerikan Kültürü ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103110203,(Ýngilizce)(4 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu,82,82,82,82,16918,17186,18023,13900,429.81831,420.10048,380.3325,406.30365,84,82,82,82,Devlet,DOKUZ EYLÜL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,80,2,84,82,,82,2,0.976,1,1,429.81831,,16918,,450.2871,10811,6,427.334,85.5
203210025,https://yokatlas.yok.gov.tr/lisans.php?y=203210025,ÝSTANBUL SABAHATTÝN ZAÝM ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203210025,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,8,8,8,8,17020,13614,11900,9250,429.51964,432.60255,402.7017,427.70881,9,8,8,8,Vakýf,ÝSTANBUL SABAHATTÝN ZAÝM ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,7,,9,7,,8,1,0.889,1,,429.51964,,17020,,441.05235,13311,,414.955,83
200210025,https://yokatlas.yok.gov.tr/lisans.php?y=200210025,ATILIM ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200210025,(Ýngilizce)(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu,7,7,7,7,17036,17620,16199,16600,429.47796,418.8143,386.67433,396.45742,8,7,7,7,Vakýf,ATILIM ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Burslu,6,,8,6,,7,1,0.875,,,429.47796,,17036,,441.43565,13188,,440.352,88.1
202390197,https://yokatlas.yok.gov.tr/lisans.php?y=202390197,ÝSTANBUL AREL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202390197,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,5,3,8,8,17102,15062,16661,13900,429.29173,427.3783,384.97026,406.35441,6,3,8,8,Vakýf,ÝSTANBUL AREL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Burslu,4,,6,4,,5,1,0.833,,,429.29173,,17102,,430.32441,16767,,420.426,84.1
105611111,https://yokatlas.yok.gov.tr/lisans.php?y=105611111,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Dilbilimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105611111,(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,64,62,62,52,17468,16903,17071,13300,428.28296,421.00139,383.54329,408.98711,64,62,62,52,Devlet,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,64,0,1,8,1,428.28296,,17468,,488.20247,3933,10,422.308,84.5
207650941,https://yokatlas.yok.gov.tr/lisans.php?y=207650941,BÝRUNÝ ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=207650941,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,9,8,8,8,17566,13624,12114,10900,428.02496,432.56974,401.87387,419.22956,10,8,8,8,Vakýf,BÝRUNÝ ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,8,,10,8,,9,1,0.9,,,428.02496,,17566,,447.83554,11418,,432.681,86.5
202210340,https://yokatlas.yok.gov.tr/lisans.php?y=202210340,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Arapça Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202210340,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,7,4,5,5,17616,5852,2418,4360,427.83469,469.79499,467.43779,461.05098,8,4,5,5,Vakýf,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Burslu,6,,8,6,,7,1,0.875,,,427.83469,,17616,,511.18193,1668,1,446.6,89.3
204712207,https://yokatlas.yok.gov.tr/lisans.php?y=204712207,ÝSTANBUL OKAN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204712207,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,8,9,8,7,17877,14434,12381,9290,427.08393,429.72795,400.74099,427.49212,9,9,8,7,Vakýf,ÝSTANBUL OKAN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,7,,9,7,,8,1,0.889,2,,427.08393,,17877,,435.83766,14953,1,416.69,83.3
209310010,https://yokatlas.yok.gov.tr/lisans.php?y=209310010,ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209310010,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,7,6,6,9,18011,17318,16139,19200,426.73619,419.69022,386.87785,387.27704,8,6,6,9,Vakýf,ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,Burslu,6,,8,6,,7,1,0.875,,,426.73619,,18011,,447.11972,11592,1,407.293,81.5
206010981,https://yokatlas.yok.gov.tr/lisans.php?y=206010981,YAÞAR ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,Turizm Rehberliði (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206010981,(Ýngilizce)(Burslu)(4 Yýllýk),ÝZMÝR,Vakýf,Burslu,Örgün,Doldu#,6,3,3,4,18202,14028,13721,13800,426.1581,431.1846,395.54575,406.96486,6,3,3,4,Vakýf,YAÞAR ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,DÝL,Burslu,4,,6,4,,6,0,1,1,,426.1581,,18202,,446.7443,11686,,427.235,85.4
