Program ID,Üniversite,Fakülte,YOK Atlas Baðlantýsý,Program Adý,Program Koþullarý Baðlantýsý,Öðretim Dili/Süresi/BursDurumu,Þehir,Üniversite Türü,Ücret/Burs,Eðitim Öðretim Türü,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2022 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2021 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2020 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjan,2022 Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Eþit Aðýrlýk Puanlarý.Fakülte / Yüksekokul,Puan Türü,Burs Türü,2023 Yýlý Genel Kontenjan,2023 Yýlý Okul Birincisi Kontenjaný,2023 Yýlý Toplam Kontenjaný,2023 Yýlý Genel Kontenjana Yerleþen,2023 Yýlý Okul Birincisi Kontenjanýna Yerleþen,2023 Yýlý Toplam Yerleþen,2023 Yýlý Boþ Kalan Kontenjan,2023 Yýlý Ýlk Yerleþme Oraný,2023 Yýlý Yerleþip Kayýt Yaptýrmayan,2023 Yýlý Ek Yerleþen,"2023 Yýlý 0,12 Katsayý ile Yerleþen Son Kiþinin Puaný *","2023 Yýlý 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný *","2023 Yýlý 0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","2023 Yýlý 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý","2023 Yýlý Tavan Puan(0,12 Katsayýsý ile) *","2023 Yýlý Tavan Baþarý Sýrasý(0,12 Katsayýsý ile) *",2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý,2023 Yýlýnda Yerleþenlerin Ortalama OBP'si *,2023 Yýlýnda Yerleþenlerin Ortalama Diploma Notu *
108510247,OSMANÝYE KORKUT ATA ÜNÝVERSÝTESÝ,Kadirli Sosyal ve Beþeri Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=108510247,Bilgi ve Belge Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108510247,(4 Yýllýk),OSMANÝYE,Devlet,Ücretsiz,Örgün,Doldu#,67,52,2,52,1175121,1186242,,952000,227.84674,227.10261,,212.02436,67,52,52,52,Kadirli Sosyal ve Beþeri Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,50,2,67,52,,67,0,100.00%,10,9,227.84674,,1175121,,332.20173,229932,9,380.405,76.1
108110312,NÝÐDE ÖMER HALÝSDEMÝR ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=108110312,Siyaset Bilimi ve Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108110312,(4 Yýllýk),NÝÐDE,Devlet,Ücretsiz,Örgün,Doldu#,74,72,4,72,1175274,1196058,,944000,227.83536,226.41204,,213.1765,74,72,72,72,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,70,2,74,72,,74,0,100.00%,7,7,227.83536,,1175274,,304.42053,382183,9,360.337,72.1
103910928,FIRAT ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=103910928,Çalýþma Ekonomisi ve Endüstri Ýliþkileri,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103910928,(4 Yýllýk),ELAZIÐ,Devlet,Ücretsiz,Örgün,Doldu#,52,31,,31,1183060,1138658,,962000,227.27402,230.43722,,210.48388,52,31,31,31,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,40,1,52,41,,52,0,100.00%,6,5,227.27402,,1183060,,278.68108,584044,9,368.223,73.6
103210432,KÜTAHYA DUMLUPINAR ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=103210432,Ekonometri,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103210432,(4 Yýllýk),KÜTAHYA,Devlet,Ücretsiz,Örgün,Doldu#,64,52,1,41,1186019,1396957,,919000,227.06165,212.33479,,215.86376,64,52,52,41,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,60,2,64,62,,64,0,100.00%,3,3,227.06165,,1186019,,319.46893,292114,10,368.702,73.7
101210183,ARDAHAN ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=101210183,Saðlýk Yönetimi (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101210183,(4 Yýllýk),ARDAHAN,Devlet,Ücretsiz,Örgün,Doldu#,54,52,4,52,1187028,1194237,,864000,226.98866,226.53865,,220.84927,54,52,52,52,Saðlýk Bilimleri Fakültesi,Eþit Aðýrlýk,Ücretsiz,50,2,54,52,,54,0,100.00%,5,5,226.98866,,1187028,,311.18568,339096,6,366.43,73.3
107390147,BURDUR MEHMET AKÝF ERSOY ÜNÝVERSÝTESÝ,Bucak Ýþletme Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=107390147,Ekonomi ve Finans,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107390147,(4 Yýllýk),BURDUR,Devlet,Ücretsiz,Örgün,Doldu#,54,52,,41,1188171,1208694,,992000,226.90402,225.53079,,196.46124,54,52,52,41,Bucak Ýþletme Fakültesi,Eþit Aðýrlýk,Ücretsiz,50,2,54,52,,54,0,100.00%,3,3,226.90402,,1188171,,264.06591,727228,7,362.161,72.4
102610122,SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=102610122,Felsefe,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102610122,(4 Yýllýk),SÝVAS,Devlet,Ücretsiz,Örgün,Doldu#,52,31,3,31,1188290,1124750,,920000,226.89621,231.42073,,215.76885,52,31,31,31,Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,40,1,52,41,,52,0,100.00%,9,5,226.89621,,1188290,,283.01589,545676,10,359.217,71.8
100810356,AKSARAY ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=100810356,Felsefe,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100810356,(4 Yýllýk),AKSARAY,Devlet,Ücretsiz,Örgün,Doldu#,22,21,2,21,1194177,1187703,,908000,226.4708,226.99816,,216.9334,22,21,21,21,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,20,1,22,21,,22,0,100.00%,4,4,226.4708,,1194177,,305.02973,378089,3,356.193,71.2
106410369,KASTAMONU ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106410369,Bilgi ve Belge Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106410369,(4 Yýllýk),KASTAMONU,Devlet,Ücretsiz,Örgün,Doldu#,64,62,5,62,1195686,1217894,,794000,226.36869,224.89972,,226.90819,64,62,62,62,Ýnsan ve Toplum Bilimleri Fakültesi,Eþit Aðýrlýk,Ücretsiz,60,2,64,62,,64,0,100.00%,2,2,226.36869,,1195686,,300.9904,405607,9,376.971,75.4
105110075,HÝTÝT ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=105110075,Maliye,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105110075,(4 Yýllýk),ÇORUM,Devlet,Ücretsiz,Örgün,Doldu#,64,62,8,62,1198150,1304518,,851000,226.19246,218.8667,,221.89257,64,62,62,62,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,60,2,64,62,,64,0,100.00%,5,5,226.19246,,1198150,,311.17101,339175,10,374.137,74.8
105110066,HÝTÝT ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=105110066,Siyaset Bilimi ve Kamu Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105110066,(4 Yýllýk),ÇORUM,Devlet,Ücretsiz,Örgün,Doldu#,74,72,8,72,1198949,1123341,,856000,226.13354,231.52034,,221.49313,74,72,72,72,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,70,2,74,72,,74,0,100.00%,6,6,226.13354,,1198949,,343.5975,183605,7,369.324,73.9
106110363,KARABÜK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106110363,Sosyoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106110363,(4 Yýllýk),KARABÜK,Devlet,Ücretsiz,Örgün,Doldu#,84,82,6,62,1202862,1205400,,764000,225.85248,225.7633,,229.73647,84,82,82,62,Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,80,2,84,82,,84,0,100.00%,7,7,225.85248,,1202862,,291.19668,477962,15,362.773,72.6
105390281,ÝNÖNÜ ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=105390281,Çalýþma Ekonomisi ve Endüstri Ýliþkileri,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105390281,(4 Yýllýk),MALATYA,Devlet,Ücretsiz,Örgün,Doldu#,40,31,1,31,1205501,1152124,,875000,225.6635,229.48994,,219.90938,40,31,31,31,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,40,31,,40,0,100.00%,4,4,225.6635,,1205501,,381.52132,78653,9,358.051,71.6
109810444,UÞAK ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=109810444,Arkeoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=109810444,(4 Yýllýk),UÞAK,Devlet,Ücretsiz,Örgün,Doldu#,27,26,1,26,1206182,1092909,,997000,225.61933,233.6866,,192.06204,27,26,26,26,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,25,1,27,26,,27,0,100.00%,5,5,225.61933,,1206182,,322.11154,278376,4,370.716,74.1
105110163,HÝTÝT ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=105110163,Arkeoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105110163,(4 Yýllýk),ÇORUM,Devlet,Ücretsiz,Örgün,Doldu#,22,21,7,21,1207960,1140948,,989000,225.49537,230.2779,,199.02869,22,21,21,21,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,20,1,22,21,,22,0,100.00%,6,6,225.49537,,1207960,,357.18275,138922,2,366.532,73.3
104790034,GÜMÜÞHANE ÜNÝVERSÝTESÝ,Gümüþhane Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=104790034,Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104790034,(4 Yýllýk),GÜMÜÞHANE,Devlet,Ücretsiz,Örgün,Doldu#,32,31,,21,1210749,1315933,,965000,225.29906,218.07915,,210.00832,32,31,31,21,Gümüþhane Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,32,0,100.00%,2,2,225.29906,,1210749,,263.42003,734049,2,355.223,71
106310167,KARAMANOÐLU MEHMETBEY ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106310167,Siyaset Bilimi ve Kamu Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106310167,(4 Yýllýk),KARAMAN,Devlet,Ücretsiz,Örgün,Doldu#,74,72,5,72,1211322,1268013,,864000,225.25742,221.41194,,220.801,74,72,72,72,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,70,2,74,72,,74,0,100.00%,2,2,225.25742,,1211322,,304.69931,380294,12,364.427,72.9
107310507,BURDUR MEHMET AKÝF ERSOY ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=107310507,Felsefe,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107310507,(4 Yýllýk),BURDUR,Devlet,Ücretsiz,Örgün,Doldu#,32,31,3,31,1211631,1295895,,923000,225.23627,219.46638,,215.465,32,31,31,31,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,32,0,100.00%,6,6,225.23627,,1211631,,285.82657,521661,8,370.124,74
101410851,ATATÜRK ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=101410851,Çalýþma Ekonomisi ve Endüstri Ýliþkileri,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101410851,(4 Yýllýk),ERZURUM,Devlet,Ücretsiz,Örgün,Doldu#,54,41,,41,1213268,1219199,,974000,225.11693,224.8085,,207.87697,54,41,41,41,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,50,2,54,52,,54,0,100.00%,6,6,225.11693,,1213268,,247.7603,912901,12,356.842,71.4
102390060,YOZGAT BOZOK ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=102390060,Maliye,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102390060,(4 Yýllýk),YOZGAT,Devlet,Ücretsiz,Örgün,Doldu#,42,41,1,41,1213744,1303750,,897000,225.07875,218.91819,,217.91773,42,41,41,41,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,40,1,42,41,,42,0,100.00%,1,1,225.07875,,1213744,,292.93786,464426,4,371.099,74.2
100610216,KIRÞEHÝR AHÝ EVRAN ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=100610216,Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100610216,(4 Yýllýk),KIRÞEHÝR,Devlet,Ücretsiz,Örgün,Doldu#,54,41,3,41,1214697,1223076,,843000,225.00987,224.54146,,222.62629,54,41,41,41,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,50,2,54,52,,54,0,100.00%,3,3,225.00987,,1214697,,282.64006,548995,2,361.802,72.4
100590064,AÐRI ÝBRAHÝM ÇEÇEN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=100590064,Sosyoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100590064,(4 Yýllýk),AÐRI,Devlet,Ücretsiz,Örgün,Doldu#,32,31,5,31,1216770,1102606,,998000,224.85531,232.98814,,189.11798,32,31,31,31,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,32,0,100.00%,6,6,224.85531,,1216770,,302.84858,392871,4,359.697,71.9
106810241,KÝLÝS 7 ARALIK ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106810241,Siyaset Bilimi ve Kamu Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106810241,(4 Yýllýk),KÝLÝS,Devlet,Ücretsiz,Örgün,Doldu#,67,52,7,52,1217618,1250410,,963000,224.79592,222.66104,,210.4343,67,52,52,52,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,50,2,67,52,,67,0,100.00%,6,6,224.79592,,1217618,,333.15655,225727,12,368.436,73.7
102310337,YOZGAT BOZOK ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=102310337,Siyaset Bilimi ve Kamu Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102310337,(4 Yýllýk),YOZGAT,Devlet,Ücretsiz,Örgün,Doldu#,64,62,5,62,1225231,1301215,,915000,224.25493,219.09273,,216.27753,64,62,62,62,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,60,2,64,62,,64,0,100.00%,3,3,224.25493,,1225231,,306.43812,368844,10,366.228,73.2
108510141,OSMANÝYE KORKUT ATA ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=108510141,Ýktisat,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108510141,(4 Yýllýk),OSMANÝYE,Devlet,Ücretsiz,Örgün,Doldu#,67,41,2,31,1226335,1096010,,948000,224.18097,233.46383,,212.57628,67,41,41,31,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,50,2,67,52,,67,0,100.00%,5,5,224.18097,,1226335,,370.55022,103351,12,376.266,75.3
101610294,BARTIN ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=101610294,Felsefe,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101610294,(4 Yýllýk),BARTIN,Devlet,Ücretsiz,Örgün,Doldu#,32,31,2,31,1231072,1355838,,974000,223.84695,215.2725,,207.93824,32,31,31,31,Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,32,0,100.00%,2,2,223.84695,,1231072,,260.36865,767040,8,355.654,71.1
102610237,SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=102610237,Çalýþma Ekonomisi ve Endüstri Ýliþkileri,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102610237,(4 Yýllýk),SÝVAS,Devlet,Ücretsiz,Örgün,Doldu#,52,31,,21,1235665,1204203,,945000,223.52213,225.84643,,212.99304,52,31,31,21,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,40,1,52,41,,52,0,100.00%,2,2,223.52213,,1235665,,262.98713,738761,8,362.848,72.6
108911514,SELÇUK ÜNÝVERSÝTESÝ,Çumra Uygulamalý Bilimler Yüksekokulu,https://yokatlas.yok.gov.tr/lisans.php?y=108911514,Organik Tarým Ýþletmeciliði (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108911514,(4 Yýllýk),KONYA,Devlet,Ücretsiz,Örgün,Doldu#,32,31,2,26,1237543,1213178,,960000,223.3869,225.22401,,210.85911,32,31,31,26,Çumra Uygulamalý Bilimler Yüksekokulu,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,32,0,100.00%,7,7,223.3869,,1237543,,262.91729,739518,5,361.762,72.4
102810068,ÇANKIRI KARATEKÝN ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=102810068,Sosyoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102810068,(4 Yýllýk),ÇANKIRI,Devlet,Ücretsiz,Örgün,Doldu#,64,62,4,62,1238643,1260436,,841000,223.30804,221.9489,,222.79744,64,62,62,62,Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,60,2,64,62,,64,0,100.00%,6,6,223.30804,,1238643,,269.04247,675857,7,361.354,72.3
106310264,KARAMANOÐLU MEHMETBEY ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106310264,Siyaset Bilimi ve Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106310264,(4 Yýllýk),KARAMAN,Devlet,Ücretsiz,Örgün,Doldu#,42,41,,41,1246675,1322801,,963000,222.74857,217.60405,,210.36981,42,41,41,41,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,40,1,42,41,,42,0,100.00%,5,5,222.74857,,1246675,,292.49956,467808,4,354.761,71
102190023,BÝTLÝS EREN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=102190023,Sosyoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102190023,(4 Yýllýk),BÝTLÝS,Devlet,Ücretsiz,Örgün,Doldu#,32,31,2,31,1251238,1253382,,948000,222.42439,222.45623,,212.58992,32,31,31,31,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,32,0,100.00%,3,3,222.42439,,1251238,,327.58062,251265,8,358.838,71.8
106710048,KIRKLARELÝ ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106710048,Felsefe,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106710048,(4 Yýllýk),KIRKLARELÝ,Devlet,Ücretsiz,Örgün,Doldu#,49,36,,31,1256647,1290117,,911000,222.04423,219.87276,,216.64301,49,36,36,31,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,45,2,49,47,,49,0,100.00%,7,7,222.04423,,1256647,,290.28021,485298,12,351.429,70.3
106110663,KARABÜK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106110663,Felsefe,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106110663,(4 Yýllýk),KARABÜK,Devlet,Ücretsiz,Örgün,Doldu#,32,31,,31,1260844,1362277,,951000,221.74819,214.81118,,212.28126,32,31,31,31,Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,32,0,100.00%,4,4,221.74819,,1260844,,241.77229,987965,6,354.635,70.9
101310128,ARTVÝN ÇORUH ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=101310128,Sosyoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101310128,(4 Yýllýk),ARTVÝN,Devlet,Ücretsiz,Örgün,Doldu#,54,52,3,52,1266886,1367447,,887000,221.32505,214.44509,,218.82551,54,52,52,52,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,50,2,54,52,,54,0,100.00%,3,3,221.32505,,1266886,,324.41422,266812,7,360.048,72
104710309,GÜMÜÞHANE ÜNÝVERSÝTESÝ,Gümüþhane Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=104710309,Ýnsan Kaynaklarý Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104710309,(4 Yýllýk),GÜMÜÞHANE,Devlet,Ücretsiz,Örgün,Doldu#,32,31,,21,1267667,1301519,,995000,221.27112,219.07321,,193.8294,32,31,31,21,Gümüþhane Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,32,0,100.00%,3,3,221.27112,,1267667,,246.11777,933276,6,361.13,72.2
101490403,ATATÜRK ÜNÝVERSÝTESÝ,Oltu Beþeri ve Sosyal Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=101490403,Finans ve Bankacýlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101490403,(4 Yýllýk),ERZURUM,Devlet,Ücretsiz,Örgün,Doldu#,84,82,3,41,1268915,1377316,,981000,221.18412,213.74564,,205.21705,84,82,41,41,Oltu Beþeri ve Sosyal Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,80,2,84,82,,84,0,100.00%,8,8,221.18412,,1268915,,269.73734,668899,10,362.734,72.5
100610367,KIRÞEHÝR AHÝ EVRAN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=100610367,Felsefe,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100610367,(4 Yýllýk),KIRÞEHÝR,Devlet,Ücretsiz,Örgün,Doldu#,32,21,1,16,1273904,1311232,,940000,220.84003,218.40219,,213.5786,32,21,21,17,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,32,0,100.00%,1,1,220.84003,,1273904,,263.44752,733738,8,356.618,71.3
106010107,KAHRAMANMARAÞ SÜTÇÜ ÝMAM ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106010107,Ýktisat,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106010107,(4 Yýllýk),KAHRAMANMARAÞ,Devlet,Ücretsiz,Örgün,Doldu#,92,62,8,62,1282024,925994,,838000,220.27003,246.12712,,222.98436,92,62,62,62,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,70,2,92,72,,92,0,100.00%,6,6,220.27003,,1282024,,334.73762,218813,13,375.116,75
104710327,GÜMÜÞHANE ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=104710327,Sosyoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104710327,(4 Yýllýk),GÜMÜÞHANE,Devlet,Ücretsiz,Örgün,Doldu#,42,41,3,41,1285491,1337989,,930000,220.03183,216.52639,,214.72973,42,41,41,41,Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,40,1,42,41,,42,0,100.00%,6,6,220.03183,,1285491,,272.6222,640777,12,354.48,70.9
106310104,KARAMANOÐLU MEHMETBEY ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106310104,Sosyoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106310104,(4 Yýllýk),KARAMAN,Devlet,Ücretsiz,Örgün,Doldu#,64,62,3,62,1287410,1273892,,871000,219.902,221.0077,,220.22731,64,62,62,62,Edebiyat Fakültesi,Eþit Aðýrlýk,Ücretsiz,60,2,64,62,,64,0,100.00%,7,7,219.902,,1287410,,323.67864,270465,8,370.279,74.1
