Program ID,YÖK Atlas Baðlantýsý,Üniversite,Fakülte,Program Adý,Program Kabul Koþullarý Baðlantýsý,Öðretim Dili/Süresi/BursDurumu,Þehir,Üniversite Türü,Ücret/Burs,Eðitim Öðretim Türü,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2022 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2021 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2020 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjaný,2022 Yýlý Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Fakülte / Yüksekokul,Sayýsal Puanlarý.Puan Türü,Burs Türü,2023 Yýlý Genel Kontenjan,2023 Yýlý  Okul Birincisi Kontenjaný,2023 Yýlý Toplam Kontenjan,2023 Yýlý Genel Kontenjana Yerleþen,2023 Yýlý  Okul Birincisi Kontenjanýna Yerleþen,2023 Yýlý Toplam Yerleþen,2023 Yýlý Boþ Kalan Kontenjan,2023 Yýlý Ýlk Yerleþme Oraný,2023 Yýlý Yerleþip Kayýt Yaptýrmayan,2023 Yýlý Ek Yerleþen,"2023 Yýlýnda 0,12 Katsayý ile Yerleþen Son Kiþinin Puaný","2023 Yýlýnda 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný","2023 Yýlýnda 0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý","2023 Yýlýnda 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *",2023 Yýlý TBS 0.12 Katsayý Tavan Puaný,"2023 Yýlý 0,12 katsayý ile Tavan Baþarý Sýrasý",2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý,2023 Yýlýnda Yerleþenlerin Ortalama OBP'si,2023 Yýlýnda Yerleþenlerin Ortalama Diploma Notu
208750171,https://yokatlas.yok.gov.tr/lisans.php?y=208750171,ÝSTANBUL KENT ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=208750171,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,10,8,8,8,239280,234453,210097,211000,327.98047,321.68428,277.89553,319.2779,11,8,8,8,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,9,,11,9,,10,1,90.90%,,,327.98047,,239280,,330.74396,232.149,,414.432,82.9
202650610,https://yokatlas.yok.gov.tr/lisans.php?y=202650610,DEMÝROÐLU BÝLÝM ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202650610,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,5,5,5,5,239680,232628,208736,206000,327.81389,322.46219,278.46571,321.58202,6,5,5,5,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,4,,6,4,,5,1,83.30%,,,327.81389,,239680,,332.89205,226.806,,430.426,86.1
209310038,https://yokatlas.yok.gov.tr/lisans.php?y=209310038,ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209310038,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,9,8,8,6,241281,235013,213291,236000,327.19923,321.45209,276.60093,307.67484,10,8,8,6,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,8,,10,8,,9,1,90.00%,,,327.19923,,241281,,335.44745,220.587,,412.07,82.4
210402264,https://yokatlas.yok.gov.tr/lisans.php?y=210402264,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210402264,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,8,6,9,12,241607,187176,179440,201000,327.06262,343.89888,291.8146,324.36784,9,6,9,12,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,7,,9,7,,8,1,88.90%,,,327.06262,,241607,,363.43163,163.814,,436.964,87.4
208151148,https://yokatlas.yok.gov.tr/lisans.php?y=208151148,ÝSTANBUL RUMELÝ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=208151148,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,5,10,9,252320,208657,206868,219000,323.14542,333.12453,279.26173,315.50875,7,5,10,9,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,5,,7,5,,6,1,85.70%,,,323.14542,,252320,,328.86769,236.965,,408.124,81.6
202712391,https://yokatlas.yok.gov.tr/lisans.php?y=202712391,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Güzel Sanatlar Fakültesi,Ýç Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202712391,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,11,9,9,8,252350,215458,223085,200000,323.1303,329.9594,272.66823,325.05911,12,9,9,8,Güzel Sanatlar Fakültesi,Sayýsal,Burslu,10,,12,10,,11,1,91.70%,,,323.1303,,252350,,350.00877,188.744,,435.448,87.1
200910327,https://yokatlas.yok.gov.tr/lisans.php?y=200910327,BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Odyoloji (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200910327,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,5,10,6,10,252859,255895,316995,119000,322.94512,313.1166,243.36679,380.92166,6,10,6,10,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,4,,6,4,,5,1,83.30%,,,322.94512,,252859,,338.05743,214.418,,430.643,86.1
202790531,https://yokatlas.yok.gov.tr/lisans.php?y=202790531,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ergoterapi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202790531,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,9,9,,256193,271220,252842,,321.72097,307.54791,261.91716,,7,9,9,,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,5,,7,5,,6,1,85.70%,,,321.72097,,256193,,363.2472,164.124,,438.015,87.6
209410015,https://yokatlas.yok.gov.tr/lisans.php?y=209410015,ÝSTANBUL SAÐLIK VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209410015,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,5,3,40,40,263479,220642,273865,280000,319.20779,327.63927,255.30645,289.98458,6,3,40,40,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,4,,6,4,,5,1,83.30%,,,319.20779,,263479,,330.33939,233.199,,408.713,81.7
202310999,https://yokatlas.yok.gov.tr/lisans.php?y=202310999,ÝSTANBUL AREL ÜNÝVERSÝTESÝ,Mühendislik-Mimarlýk Fakültesi,Ýç Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202310999,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,8,8,10,8,264214,238005,253435,234000,318.94588,320.23346,261.73364,308.28041,9,8,10,8,Mühendislik-Mimarlýk Fakültesi,Sayýsal,Burslu,7,,9,7,,8,1,88.90%,,,318.94588,,264214,,338.66652,213.017,,422.653,84.5
202650613,https://yokatlas.yok.gov.tr/lisans.php?y=202650613,DEMÝROÐLU BÝLÝM ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202650613,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,5,3,5,6,264219,224410,243596,270000,318.94389,325.95855,265.08058,293.75633,6,3,5,6,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,4,,6,4,,5,1,83.30%,,,318.94389,,264219,,333.81979,224.535,,384.492,76.9
208710174,https://yokatlas.yok.gov.tr/lisans.php?y=208710174,ÝSTANBUL KENT ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=208710174,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,5,9,8,270669,222844,235975,205000,316.78223,326.65126,267.72117,322.06735,7,5,9,8,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,5,,7,5,,6,1,85.70%,,,316.78223,,270669,,342.70399,203.962,,443.061,88.6
210402306,https://yokatlas.yok.gov.tr/lisans.php?y=210402306,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210402306,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,8,6,15,15,273424,246884,268851,301000,315.87542,316.65444,256.82327,282.65114,9,6,15,15,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,7,,9,7,,8,1,88.90%,,,315.87542,,273424,,332.25421,228.384,,404.464,80.9
203111793,https://yokatlas.yok.gov.tr/lisans.php?y=203111793,ÝSTANBUL MEDÝPOL ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Yüksekokulu,Odyoloji (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203111793,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,5,8,8,275810,241395,275441,140000,315.11716,318.85395,254.81894,363.86232,7,5,8,8,Saðlýk Bilimleri Yüksekokulu,Sayýsal,Burslu,5,,7,5,,6,1,85.70%,,,315.11716,,275810,,333.73065,224.768,,414.501,82.9
209810055,https://yokatlas.yok.gov.tr/lisans.php?y=209810055,ÝSTANBUL GALATA ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209810055,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,5,3,6,,276264,236590,277080,,314.96111,320.81124,254.32476,,6,3,6,,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,4,,6,4,,5,1,83.30%,,,314.96111,,276264,,328.37838,238.256,,398.218,79.6
202412058,https://yokatlas.yok.gov.tr/lisans.php?y=202412058,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Odyoloji (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202412058,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,5,7,5,278212,250819,270795,169000,314.3253,315.07423,256.22141,342.81407,7,5,7,5,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,5,,7,5,,6,1,85.70%,,,314.3253,,278212,,327.89189,239.493,,420.306,84.1
207510858,https://yokatlas.yok.gov.tr/lisans.php?y=207510858,ÝSTANBUL ESENYURT ÜNÝVERSÝTESÝ,Mühendislik ve Mimarlýk Fakültesi,Ýç Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=207510858,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,5,7,8,280054,267416,310691,244000,313.7238,308.90655,244.98009,303.9153,7,5,7,8,Mühendislik ve Mimarlýk Fakültesi,Sayýsal,Burslu,5,,7,5,,6,1,85.70%,,,313.7238,,280054,,317.2817,269.195,,436.57,87.3
207610318,https://yokatlas.yok.gov.tr/lisans.php?y=207610318,BÝRUNÝ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Odyoloji (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=207610318,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,6,8,8,281958,259558,352642,148000,313.12361,311.7634,234.75202,357.45791,7,6,8,8,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,5,,7,5,,6,1,85.70%,,,313.12361,,281958,,349.69119,189.405,,414.479,82.9
202390241,https://yokatlas.yok.gov.tr/lisans.php?y=202390241,ÝSTANBUL AREL ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202390241,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,6,7,,282672,224242,248438,,312.89245,326.03426,263.39082,,7,6,7,,Saðlýk Bilimleri Fakültesi,Sayýsal,Burslu,5,,7,5,,6,1,85.70%,,,312.89245,,282672,,352.44066,183.879,,410.716,82.1
103010319,https://yokatlas.yok.gov.tr/lisans.php?y=103010319,DÝCLE ÜNÝVERSÝTESÝ,Ziya Gökalp Eðitim Fakültesi,Ýlköðretim Matematik Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103010319,(4 Yýllýk),DÝYARBAKIR,Devlet,Ücretsiz,Örgün,Doldu#,51,41,41,41,72669,67807,64785,60800,434.50367,437.52535,375.95259,442.84148,51,41,41,41,Ziya Gökalp Eðitim Fakültesi,Sayýsal,Ücretsiz,40,1,51,40,1,51,0,100.00%,,,434.50367,"43,897,664",72669,68.459,469.72619,40.774,,453.073,90.6
108110375,https://yokatlas.yok.gov.tr/lisans.php?y=108110375,NÝÐDE ÖMER HALÝSDEMÝR ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýlköðretim Matematik Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108110375,(4 Yýllýk),NÝÐDE,Devlet,Ücretsiz,Örgün,Doldu#,52,52,52,62,100965,98215,90087,87600,408.06068,407.17938,351.59626,412.57756,52,52,52,62,Eðitim Fakültesi,Sayýsal,Ücretsiz,50,2,52,50,2,52,0,100.00%,,,408.06068,"42,625,220",100965,81.033,457.92968,51.108,2,456.389,91.3
106610534,https://yokatlas.yok.gov.tr/lisans.php?y=106610534,KIRIKKALE ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýlköðretim Matematik Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106610534,(4 Yýllýk),KIRIKKALE,Devlet,Ücretsiz,Örgün,Doldu#,41,41,41,41,106330,99053,88983,84200,403.52876,406.43235,352.6012,416.28079,41,41,41,41,Eðitim Fakültesi,Sayýsal,Ücretsiz,40,1,41,40,1,41,0,100.00%,,,403.52876,"41,375,763",106330,94.365,447.89417,60.136,3,454.645,90.9
107310031,https://yokatlas.yok.gov.tr/lisans.php?y=107310031,BURDUR MEHMET AKÝF ERSOY ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýlköðretim Matematik Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107310031,(4 Yýllýk),BURDUR,Devlet,Ücretsiz,Örgün,Doldu#,62,52,52,62,118883,106289,95632,91400,393.5589,399.81263,346.82732,408.55104,62,52,52,62,Eðitim Fakültesi,Sayýsal,Ücretsiz,60,2,62,60,2,62,0,100.00%,,,393.5589,"39,418,991",118883,118.045,433.13784,73.994,,457.514,91.5
104510277,https://yokatlas.yok.gov.tr/lisans.php?y=104510277,GÝRESUN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýlköðretim Matematik Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104510277,(4 Yýllýk),GÝRESUN,Devlet,Ücretsiz,Örgün,Doldu#,52,52,52,62,131870,126104,106048,103000,383.9609,383.24331,338.18872,396.06956,52,52,52,62,Eðitim Fakültesi,Sayýsal,Ücretsiz,50,2,52,50,2,52,0,100.00%,,,383.9609,"38,842,350",131870,125.686,444.4135,63.364,2,450.782,90.2
104970162,https://yokatlas.yok.gov.tr/lisans.php?y=104970162,HAKKARÝ ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýlköðretim Matematik Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104970162,(4 Yýllýk),HAKKARÝ,Devlet,Ücretsiz,Örgün,Doldu#,52,52,52,52,158546,149654,121844,137000,366.49301,366.26506,326.07508,366.12583,52,52,52,52,Eðitim Fakültesi,Sayýsal,Ücretsiz,50,2,52,51,1,52,0,100.00%,1,1,366.49301,"36,945,250",158546,153.73,383.19562,132.999,4,431.862,86.4
110110358,https://yokatlas.yok.gov.tr/lisans.php?y=110110358,YILDIZ TEKNÝK ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Fen Bilgisi Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110110358,(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,62,62,62,62,167688,171793,163366,159000,361.2024,352.41279,300.08087,349.44509,62,62,62,62,Eðitim Fakültesi,Sayýsal,Ücretsiz,60,2,62,61,1,62,0,100.00%,1,,361.2024,"36,928,624",167688,153.991,423.21885,84.248,4,437.505,87.5
103410775,https://yokatlas.yok.gov.tr/lisans.php?y=103410775,EGE ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Fen Bilgisi Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103410775,(4 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu#,52,52,52,52,183216,180530,168550,167000,352.79641,347.45263,297.33418,344.36193,52,52,52,52,Eðitim Fakültesi,Sayýsal,Ücretsiz,50,2,52,52,,52,0,100.00%,1,1,352.79641,"39,272,479",183216,119.958,400.14236,110.478,2,443.972,88.8
107210068,https://yokatlas.yok.gov.tr/lisans.php?y=107210068,MARMARA ÜNÝVERSÝTESÝ,Atatürk Eðitim Fakültesi,Fen Bilgisi Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107210068,(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,62,62,62,62,186249,183625,160055,150000,351.23731,345.74182,301.92066,356.30973,62,62,62,62,Atatürk Eðitim Fakültesi,Sayýsal,Ücretsiz,60,2,62,62,,62,0,100.00%,,,351.23731,"35,600,352",186249,177.023,401.91498,108.307,3,436.912,87.4
104110218,https://yokatlas.yok.gov.tr/lisans.php?y=104110218,GAZÝ ÜNÝVERSÝTESÝ,Gazi Eðitim Fakültesi,Bilgisayar ve Öðretim Teknolojileri Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104110218,(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,26,21,21,18,209122,254931,288899,,340.37018,313.4714,250.90852,,26,21,21,21,Gazi Eðitim Fakültesi,Sayýsal,Ücretsiz,25,1,26,26,,26,0,100.00%,3,3,340.37018,"34,232,629",209122,204.76,425.31114,82.01,2,428.029,85.6
103110063,https://yokatlas.yok.gov.tr/lisans.php?y=103110063,DOKUZ EYLÜL ÜNÝVERSÝTESÝ,Buca Eðitim Fakültesi,Fen Bilgisi Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103110063,(4 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu#,62,62,62,62,226669,217423,202006,198000,332.94357,329.0791,281.34664,325.87482,62,62,62,62,Buca Eðitim Fakültesi,Sayýsal,Ücretsiz,60,2,62,62,,62,0,100.00%,1,1,332.94357,"36,163,167",226669,166.962,391.52077,121.509,1,437.52,87.5
107010079,https://yokatlas.yok.gov.tr/lisans.php?y=107010079,NECMETTÝN ERBAKAN ÜNÝVERSÝTESÝ,Ahmet Keleþoðlu Eðitim Fakültesi,Fizik Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107010079,(4 Yýllýk),KONYA,Devlet,Ücretsiz,Örgün,Doldu#,21,21,21,21,237926,246813,288303,298000,328.50343,316.68461,251.07451,283.80201,21,21,21,21,Ahmet Keleþoðlu Eðitim Fakültesi,Sayýsal,Ücretsiz,20,1,21,21,,21,0,100.00%,,,328.50343,"37,819,348",237926,140.16,378.19348,140.16,2,415.711,83.1
106910019,https://yokatlas.yok.gov.tr/lisans.php?y=106910019,KOCAELÝ ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Fen Bilgisi Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106910019,(4 Yýllýk),KOCAELÝ,Devlet,Ücretsiz,Örgün,Doldu#,52,52,52,52,248980,242756,228125,218000,324.34148,318.29579,270.70315,315.93512,52,52,52,52,Eðitim Fakültesi,Sayýsal,Ücretsiz,50,2,52,52,,52,0,100.00%,,,324.34148,"38,641,120",248980,128.435,401.06365,109.325,,436.489,87.3
108810023,https://yokatlas.yok.gov.tr/lisans.php?y=108810023,SAKARYA ÜNÝVERSÝTESÝ,Eðitim Fakültesi (Hendek),Fen Bilgisi Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108810023,(4 Yýllýk),SAKARYA,Devlet,Ücretsiz,Örgün,Doldu#,43,41,41,41,274167,269562,249530,246000,315.64052,308.14973,263.02022,303.31525,43,41,41,41,Eðitim Fakültesi (Hendek),Sayýsal,Ücretsiz,41,2,43,43,,43,0,100.00%,,,315.64052,"33,574,895",274167,219.866,377.06686,141.832,,427.246,85.4
103310397,https://yokatlas.yok.gov.tr/lisans.php?y=103310397,DÜZCE ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Fen Bilgisi Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103310397,(4 Yýllýk),DÜZCE,Devlet,Ücretsiz,Örgün,Doldu#,31,31,31,31,295473,299345,265867,282000,308.99813,298.15342,257.747,289.45398,31,31,31,31,Eðitim Fakültesi,Sayýsal,Ücretsiz,30,1,31,31,,31,0,100.00%,1,1,308.99813,"35,139,198",295473,185.93,351.39198,185.93,3,429.242,85.8
101410339,https://yokatlas.yok.gov.tr/lisans.php?y=101410339,ATATÜRK ÜNÝVERSÝTESÝ,Kazým Karabekir Eðitim Fakültesi,Fen Bilgisi Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101410339,(4 Yýllýk),ERZURUM,Devlet,Ücretsiz,Örgün,Doldu#,62,52,52,52,295774,273516,259004,280000,308.90981,306.75487,259.91632,290.04034,62,52,52,52,Kazým Karabekir Eðitim Fakültesi,Sayýsal,Ücretsiz,60,2,62,62,,62,0,100.00%,2,2,308.90981,"34,588,263",295774,197.168,365.23034,160.687,2,419.537,83.9
109290272,https://yokatlas.yok.gov.tr/lisans.php?y=109290272,SÜLEYMAN DEMÝREL ÜNÝVERSÝTESÝ,Eczacýlýk Fakültesi,Eczacýlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=109290272,(5 Yýllýk),ISPARTA,Devlet,Ücretsiz,Örgün,Doldu#,82,82,82,72,51902,51196,43805,41600,456.92433,456.20644,399.66003,465.12433,82,82,82,72,Eczacýlýk Fakültesi,Sayýsal,Ücretsiz,80,2,82,80,2,82,0,100.00%,2,2,456.92433,,51902,,494.06584,22.494,3,469.526,93.9
110010059,https://yokatlas.yok.gov.tr/lisans.php?y=110010059,ANKARA YILDIRIM BEYAZIT ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Makine Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110010059,(Ýngilizce)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,82,82,82,82,58525,68907,77537,70500,449.65435,436.3727,363.23465,431.60986,82,82,82,82,Mühendislik ve Doða Bilimleri Fakültesi,Sayýsal,Ücretsiz,80,2,82,80,2,82,0,100.00%,2,2,449.65435,,58525,,467.65155,42.561,2,460.072,92
203110247,https://yokatlas.yok.gov.tr/lisans.php?y=203110247,ÝSTANBUL MEDÝPOL ÜNÝVERSÝTESÝ,Eczacýlýk Fakültesi,Eczacýlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203110247,(%50 Ýndirimli)(5 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,83,74,74,74,71801,65774,57792,59200,435.3878,439.81311,383.4256,444.61691,83,74,74,74,Eczacýlýk Fakültesi,Sayýsal,%50 Ýndirimli,83,,83,83,,83,0,100.00%,2,2,435.3878,,71801,,454.9673,53.582,3,463.95,92.8
300590364,https://yokatlas.yok.gov.tr/lisans.php?y=300590364,YAKIN DOÐU ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590364,(%25 Ýndirimli)(5 Yýllýk),KKTC-LEFKOÞA,KKTC,%25 Ýndirimli,Örgün,Doldu#,77,76,77,85,77950,75769,77529,62400,429.25671,429.05,363.24633,440.96723,77,76,77,85,Diþ Hekimliði Fakültesi,Sayýsal,%25 Ýndirimli,77,,77,77,,77,0,100.00%,2,2,429.25671,,77950,,458.29913,50.784,1,462.064,92.4
103130137,https://yokatlas.yok.gov.tr/lisans.php?y=103130137,DOKUZ EYLÜL ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Makine Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103130137,(ÝÖ)(4 Yýllýk),ÝZMÝR,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,93,93,93,93,89297,105164,111866,92300,418.36921,400.80925,333.50635,407.64702,93,93,93,93,Mühendislik Fakültesi,Sayýsal,ÝÖ-Ücretli,90,3,93,90,3,93,0,100.00%,2,2,418.36921,,89297,,443.41886,64.247,2,457.367,91.5
